id,capdb,crawlDate,crawlFromGivenUrl,crawlStorageFolder,emptySite,franchise,givenAddress,givenEmail,givenUrl,intermediateUrl,niada,numPages,redirectUrl,siteName,siteUrl,urlRequiresReview,SUMMARY_GENERAL_STATS_ID,SUMMARY_SCHEDULER_STATS_ID,SUMMARY_SITE_ID,SUMMARY_WP_STATS_ID,id,CRM,DMS,acura,address,areaCode,astonMartin,audi,bentley,bmw,buick,cadillac,carsSold,chevy,chrysler,city,country,currentCRM,currentCRMSatisfaction,dataMiningToold,dealershipName,dodge,email,ferrari,fiat,first1,first2,first3,firstName,ford,gmc,groupName,hasBDC,hasScheduler,honda,hummer,hyundai,inMarketCRM,infiniti,inventory,jaguar,jeep,kia,lamborghini,landRover,last1,last2,last3,lastName,leadStatus,lead_no,lexus,lincoln,lotus,maserati,mazda,mclaren,mercedes,mini,mitsubishi,nissan,numSalesPeople,phone,porsche,rating,role,role1,role2,role3,rollsRoyce,salesServiceBDC,salesServiceCRM,schedulerProvider,scion,serviceSoftware,singlePoint,smart,state,subaru,timeLeftCRM,toyota,useDataMining,volvo,vw,webProvider,website,zip,id,AREA_CARS,AUTO_ONE,CARBASE,CARS_FOR_SALE,CLICK_MOTIVE,COBALT,COBALT_GROUP,COBALT_NITRA,DEALERFIRE,DEALERINSPIRE,DEALER_APEX,DEALER_CAR_SEARCH,DEALER_COM,DEALER_EPROCESS,DEALER_EPROCESS_PRIMARY,DEALER_LAB,DEALER_ON,DEALER_ON_SECONDARY,DEALER_TRACK,DEALER_ZOOM,DEALER_ZOOM_SECONDARY,DIGIGO,DOMINION,DRIVE_WEBSITE,EBIZ_AUTOS,ELEAD_DIGITAL_CRM,FORD_DIRECT,FRESH_INPUT,FUSION_ZONE,GARY_STOCK,INTERACTIVE_360,JAZELAUTOS,LIQUID_MOTORS,MOTION_FUZE,NAKED_LIME,NAKED_LIME_SECONDARY,POTRATZ,POTRATZ_SECONDARY,REYNOLDS,SMART_DEALER_SITES,SOKAL_MEDIA_GROUP,VINSOLUTIONS,WAYNE_REAVES,id,ACUITY_SCHEDULER,ADP_OLD_SCHEDULER,ADP_OLD_SCHEDULER_ALTERNATIVE,ADP_SCHEDULER,ADP_SCHEDULER_BACKUP,AD_WORKZ_SCHEDULER,AUTO_APPOINTMENTS_SCHEDULER,CAR_RESEARCH_SCHEDULER,CIMA_SYSTEMS,CIMA_SYSTEMS_SECONDARY,COBALT_SCHEDULER,DEALERMINE_SCHEDULER,DEALER_CONNECTION_SCHEDULER,DEALER_FX_SCHEDULER,DEALER_SOCKET,DRIVERSIDE_SCHEDULER,LEAD_RESULT_SCHEDULER,MY_VEHICLE_SITE_SCHEDULER,OTHER_XTIME,PBS_SYSTEMS_SCHEDULER,REYNOLDS_SCHEDULER,SCHEDULE_WEB_PRO_SCHEDULER,SERVICE_BOOK_PRO_SCHEDULER,SHOPWATCH_SCHEDULER,TIME_HIGHWAY_SCHEDULER,TOTAL_CUSTOMER_CONNECT_SCHEDULER,UDC_REVOLUTION,VIN_SOLUTION_SCHEDULER,XTIME_SCHEDULER,id,ACTIVE_ENGAGE,ADD_THIS,ADOBE_TAG_MANAGER,AD_ROLL,AKAMAI,ANDROID_APP,APPLE_APP,APPNEXUS,AUTO_TRADER_PLUGIN,BLACKBOOK_INFORMATION,BOLD_CHAT,CALL_MEASUREMENT,CARCODE_SMS,CLICKY,CLOUDFLARE,COLLSERVE,CONTACTATONCE,CUTECHAT,DEALERSHIP_INTEGRATED_DATA_SOLUTIONS,DEALERVIDEOS,DEALER_CENTRIC,DEALER_COM_POWERED_BY,DEALER_COM_VERSION_8,DEALER_COM_VERSION_9,DEALER_EPROCESS_CHAT,DEMDEX,E_CARLIST,FETCHBACK,FORCETRAC,GHOSTERY,GHOSTERY_SECOND,GOOGLE_MAPS,GOOGLE_TAG_MANAGER,GOOGLE_TRANSLATE,GUBA_GOO_TRACKING,HAS_GOOGLE_PLUS,INSPECTLET,JQUERY,LOT_LINX,MOTOFUZE,MY_VEHICLE_SITE,NAKED_LIME_IMAGES,OUTSELLCAMPAIGNSTORE,PLUS_ONE_BUTTON,POSTS_INSTAGRAM_TO_SITE,PURE_CARS,SHARP_SPRING,SHOWROOM_LOGIC,SKYSA,SOCIAL_CRM_360,SPEEDSHIFTMEDIA,USES_CLIENT_CONNEXION,USES_GOOGLE_AD_SERVICES,USES_GOOGLE_ANALYTICS,VIN_LENS,VOICESTAR,WUFOO_FORMS,YOAST,YOUTUBE_EMBEDDED
246,LEA15326,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.shafferfordoakland.com%2F/05-18-2015,0,0,"Shaffer Ford Sales Inc",shafferfordsales@gmail.com,www.shafferfordoakland.com/,http://www.shafferfordoakland.com/,testing,118,http://www.shafferfordoakland.com/,"Shaffer Ford Sales Inc",Unknown,0,41713,41713,254,41713,254,,,0,"12532 Garrett Hwy",,0,0,0,0,0,0,,0,0,Oakland,USA,,,,"Shaffer Ford Sales Inc",0,shafferfordsales@gmail.com,0,0,Karen,Kathy,,Joe,0,0,,,Yes,0,0,0,,0,84,0,0,0,0,0,Spady,Shaffer,,Sheffield,Research,LEA15326,0,0,0,0,0,0,0,0,0,0,,"(301) 334-2121",0,None,,GM,President,,0,,,DealerConnection,0,,,0,MD,0,,0,,0,0,DealerDirect,www.shafferfordoakland.com/,21550,41713,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
248,LEA14136,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.bryanford.com%2F/05-18-2015,0,0,"Bryan Ford Lincoln",,http://www.bryanford.com/,http://www.bryanford.com/,testing,129,http://www.bryanford.com/,"Bryan Ford Lincoln",Unknown,0,42010,42010,255,42010,255,,,0,"920 N Main St",,0,0,0,0,0,0,,0,0,Bryan,USA,,,,"Bryan Ford Lincoln",0,,0,0,Sharon,Chip,,,0,0,,,Yes,0,0,0,,0,57,0,0,0,0,0,Swank,Wood,,,"Attempted to Call",LEA14136,0,0,0,0,0,0,0,0,0,0,,"(419) 636-1156",0,None,,"Office MGR",President,,0,,,FordDirect,0,,,0,OH,0,,0,,0,0,Other,http://www.bryanford.com/,43506,42010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
249,LEA16241,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.britishmotorexotics.com%2F/05-18-2015,0,0,"British Motor Car Distributors",twilliams@bmcd.com,http://www.britishmotorexotics.com/,http://www.britishmotorexotics.com/,testing,236,http://www.britishmotorexotics.com/,"British Motor Car Distributors",Unknown,0,42247,42247,256,42247,256,,,0,"999 Van Ness Avenue",,0,0,0,0,0,0,,0,0,"San Francisco",USA,,,,"British Motor Car Distributors",0,twilliams@bmcd.com,0,0,Lachlan,Jason,,,0,0,,,Yes,0,0,0,,0,32,0,0,0,0,0,Campbell,Lau,,,"Attempted to Call",LEA16241,0,0,0,0,0,0,0,0,0,0,,"(888) 203-8101",0,None,,"SLS MGR","SLS MGR",,0,,,ADP,0,,,0,CA,0,,0,,0,0,VinSolutions,http://www.britishmotorexotics.com/,94019,42247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42247,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
250,LEA9960,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.fitzandlambert.com%2F/05-18-2015,0,0,"Fitzpatrick & Lambert Inc",,www.fitzandlambert.com/,http://www.fitzandlambert.com/,testing,129,http://www.fitzandlambert.com/,"Fitzpatrick & Lambert Inc",Unknown,0,42377,42377,257,42377,257,,,0,"11974 RTE 87",,0,0,0,0,0,0,,0,0,Dushore,USA,,,,"Fitzpatrick & Lambert Inc",0,,0,0,Leo,Rick,,Leo,0,0,,,Yes,0,0,0,,0,91,0,0,0,0,0,Lambert,Green,,Lambert,"Attempted to Call",LEA9960,0,0,0,0,0,0,0,0,0,0,,888-287-2951,0,None,,GM,"SLS MGR",,0,,,FordDirect,0,,,0,PA,0,,0,,0,0,FordDirect,www.fitzandlambert.com/,18614,42377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
247,LEA13775,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.downtowndodgechryslerjeep.com%2Findex.htm/05-18-2015,0,0,"Downtown Dodge Chrysler Jeep",,http://www.downtowndodgechryslerjeep.com/index.htm,http://www.downtowndodgechryslerjeep.com/index.htm,testing,166,http://www.downtowndodgechryslerjeep.com/index.htm,"Downtown Dodge Chrysler Jeep",Unknown,0,41880,41880,258,41880,258,ADP,ADP,0,"270 E Main St",,0,0,0,0,0,0,0-100,0,0,Vernal,USA,"Over 2 years",,,"Downtown Dodge Chrysler Jeep",0,,0,0,GREG,JUSTIN,,,0,0,,No,No,0,0,0,,0,97,0,0,0,0,0,,,,,"Completed Survey",LEA13775,0,0,0,0,0,0,0,0,0,0,0-5,"(435) 789-0454",0,None,,GM,"SLS MGR",,0,,Yes,,0,,Single,0,UT,0,,0,Yes,0,0,Dealer.com,http://www.downtowndodgechryslerjeep.com/index.htm,84078,41880,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41880,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41880,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
233,LEA17791,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.mccormickmotor.com%2F/05-18-2015,0,0,"McCormick Motors Inc",,http://www.mccormickmotor.com/,http://www.mccormickmotor.com/,testing,60,http://www.mccormickmotor.com/,"McCormick Motors Inc",Unknown,0,39803,39803,259,39803,259,,,0,"140 North Nebraska",,0,0,0,0,0,0,,0,0,Salem,USA,,,,"McCormick Motors Inc",0,,0,0,Mike,Matt,,,0,0,,,No,0,0,0,,0,41,0,0,0,0,0,McCormick,McCormick,,,Research,LEA17791,0,0,0,0,0,0,0,0,0,0,,"(605) 425-2442",0,None,,Owner,"SLS MGR",,0,,,,0,,,0,SD,0,,0,,0,0,CarBase.com,http://www.mccormickmotor.com/,57058,39803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
252,LEA349,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.mckelveychevrolet.com%2F/05-18-2015,0,0,"McKelvey Chevrolet Corporation",,http://www.mckelveychevrolet.com/,http://www.mckelveychevrolet.com/,testing,126,http://www.mckelveychevrolet.com/,"McKelvey Chevrolet Corporation",Unknown,0,42547,42547,260,42547,260,ADP,ADP,0,"17488 HWY 280",,0,0,0,0,0,0,0-100,0,0,DADEVILLE,USA,"Over 2 years",,,"McKelvey Chevrolet Corporation",0,,0,0,Reid,Frank,,Wayne,0,0,,No,Yes,0,0,0,,0,73,0,0,0,0,0,McKelvey,Forbus,,Jaye,"Completed Survey",LEA349,0,0,0,0,0,0,0,0,0,0,0-5,"(256) 373-5142",0,"4.5 to 5 Stars",,"SLS MGR","SLS MGR",,0,,Yes,Cobalt,0,,Single,0,AL,0,,0,No,0,0,Cobalt,http://www.mckelveychevrolet.com/,36853,42547,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42547,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,LEA11942,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.armbrustermotors.net/05-18-2015,0,0,"Armbruster Motor Company",,http://www.armbrustermotors.net,http://www.armbrustermotors.net,testing,136,http://www.armbrustermotors.net,"Armbruster Motor Company",Unknown,0,42684,42684,261,42684,261,,,0,"307 W 17Th Street",,0,0,0,0,0,0,,0,0,"Falls City",USA,,,,"Armbruster Motor Company",0,,0,0,Andy,Kellee,,,0,0,,,Yes,0,0,0,,0,80,0,0,0,0,0,Armbruster,Kean,,,"Attempted to Call",LEA11942,0,0,0,0,0,0,0,0,0,0,,"(866) 638-4129",0,None,,"SLS MGR","SLS MGR",,0,,,Cobalt,0,,,0,NE,0,,0,,0,0,Cobalt,http://www.armbrustermotors.net,68355,42684,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42684,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,LEA16638,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.katahdinmotors.com%2F/05-18-2015,0,0,"Katahdin Motors Inc.",,http://www.katahdinmotors.com/,http://www.katahdinmotors.com/,testing,51,http://www.katahdinmotors.com/,"Katahdin Motors Inc.",Unknown,0,42736,42736,262,42736,262,None,AutoSoft,0,"991 Central St",,0,0,0,0,0,0,0-100,0,0,Millinocket,USA,"Over 2 years",,,"Katahdin Motors Inc.",0,,0,0,Mike,Dennis,,Mike,0,0,,No,No,0,0,0,,0,36,0,0,0,0,0,Murphy,Murphy,,Sales,"Completed Survey",LEA16638,0,0,0,0,0,0,0,0,0,0,0-5,"(207) 723-5154",0,None,,"SLS MGR","SLS MGR",,0,,Yes,,0,,Single,0,ME,0,,0,No,0,0,CarsForSale.com,http://www.katahdinmotors.com/,04462,42736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,LEA17398,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.lehmanvolvoyork.com%2Findex.htm/05-18-2015,0,0,"Lehman Volvo York",jslatt@lehmanvolvoyork.com,http://www.lehmanvolvoyork.com/index.htm,http://www.lehmanvolvoyork.com/index.htm,testing,220,http://www.lehmanvolvoyork.com/index.htm,"Lehman Volvo York",Unknown,0,42957,42957,263,42957,263,ReynoldsContactManagement,Reynolds,0,"950 N Hills RD",,0,0,0,0,0,0,0-100,0,0,York,USA,"Over 2 years",,,"Lehman Volvo York",0,jslatt@lehmanvolvoyork.com,0,0,Jim,Bob,,Wayne,0,0,Lehman,No,Yes,0,0,0,,0,77,0,0,0,0,0,Slatt,Baker,,Sales,"Completed Survey",LEA17398,0,0,0,0,0,0,0,0,0,0,0-5,"(717) 755-7676",0,None,,"SLS MGR","SLS MGR",,0,,Yes,xTime,0,,Multi,0,PA,0,,0,No,0,0,Dealer.com,http://www.lehmanvolvoyork.com/index.htm,17402,42957,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,42957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
256,LEA5410,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.jaguargwinnett.com%2F/05-18-2015,0,0,"Hennessy Jaguar Gwinnett",,http://www.jaguargwinnett.com/,http://www.jaguargwinnett.com/,testing,306,http://www.jaguargwinnett.com/,"Hennessy Jaguar Gwinnett",Unknown,0,43264,43264,264,43264,264,Vinsolutions,ADP,0,"3423 Old Norcross Rd",,0,0,0,0,0,0,0-100,0,0,Duluth,USA,"Over 2 years",,,"Hennessy Jaguar Gwinnett",0,,0,0,Brian,Jeff,,Kenny,0,0,Hennessy,Yes,Yes,0,0,0,,0,29,0,0,0,0,0,Bruder,Slocum,,Walker,"Completed Survey",LEA5410,0,0,0,0,0,0,0,0,0,0,06-10,"(770) 680-3000",0,None,,"SLS MGR","SLS MGR",,0,Yes,Yes,VinSolutions,0,,Multi,0,GA,0,,0,Yes,0,0,VinSolutions,http://www.jaguargwinnett.com/,30096,43264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
257,LEA8215,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fdanvers.porschedealer.com%2F/05-18-2015,0,0,"Porsche of Danvers",,http://danvers.porschedealer.com/,http://danvers.porschedealer.com/,testing,434,http://danvers.porschedealer.com/,"Porsche of Danvers",Unknown,0,43297,43297,265,43297,265,ADP,ADP,0,"97C Andover ST",,0,0,0,0,0,0,0-100,0,0,Danvers,USA,"Over 2 years",,,"Porsche of Danvers",0,,0,0,GERALD,RJ,,,0,0,"IRA AUTO GROUP",No,Yes,0,0,0,,0,38,0,0,0,0,0,,,,,"Completed Survey",LEA8215,0,0,0,0,0,0,0,0,0,0,0-5,"(978) 739-8806",0,None,,"INT MGR","SLS MGR",,0,,No,xTime,0,,Multi,0,MA,0,,0,Yes,0,0,Dealer.com,http://danvers.porschedealer.com/,01923,43297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
258,LEA9101,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.mastrosubaruoforlando.com%2Findex.htm/05-18-2015,0,0,"Mastro Subaru-Sanford",joe.anglada@mastromotors.com,http://www.mastrosubaruoforlando.com/index.htm,http://www.mastrosubaruoforlando.com/index.htm,testing,276,http://www.mastrosubaruoforlando.com/index.htm,"Mastro Subaru-Sanford",Unknown,0,43574,43574,266,43574,266,Dominion,ACS,0,"4113 South Orlando Drive",,0,0,0,0,0,0,0-100,0,0,Sanford,USA,,1,,"Mastro Subaru-Sanford",0,joe.anglada@mastromotors.com,0,0,Seth,Joe,,,0,0,Mastro,No,Yes,0,0,0,,0,65,0,0,0,0,0,Bell,"Anglada Jr",,,"Completed Survey",LEA9101,0,0,0,0,0,0,0,0,0,0,11-15,"321) 206-1792",0,"4.5 to 5 Stars",,"SLS MGR","SLS DIR",,0,,,AutoLoop,0,,Multi,0,FL,0,,0,Yes,0,0,Dealer.com,http://www.mastrosubaruoforlando.com/index.htm,32773,43574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43574,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
263,LEA9860,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.westlibertyford.net%2F/05-18-2015,0,0,"Browns Ford",,http://www.westlibertyford.net/,http://www.westlibertyford.net/,testing,121,http://www.westlibertyford.net/,"Browns Ford",Unknown,0,44201,44201,267,44201,267,Other,DealerTrack,0,"1701 W Main ST",,0,0,0,0,0,0,0-100,0,0,"West Liberty",USA,"2 years",,,"Browns Ford",0,,0,0,Michael,Kevin,,Kevins,0,0,Browns,No,Yes,0,0,0,,0,93,0,0,0,0,0,Brown,Collins,,Collins,"Completed Survey",LEA9860,0,0,0,0,0,0,0,0,0,0,0-5,"(606) 743-3101",0,None,"SLS MGR",Owner,"SLS MGR",,0,,Yes,FordDirect,0,,Multi,0,KY,0,,0,No,0,0,Other,http://www.westlibertyford.net/,41472,44201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
261,LEA11672,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.plazamotorswest.com%2Findex.htm/05-18-2015,0,0,"Plaza Motors West",tschellhase@plazamotors.com,http://www.plazamotorswest.com/index.htm,http://www.plazamotorswest.com/index.htm,testing,137,http://www.plazamotorswest.com/index.htm,"Plaza Motors West",Unknown,0,43966,43966,268,43966,268,eLead,ADP,0,"951 Technology Dr",,0,0,0,0,0,0,0-100,0,0,O'Fallon,USA,"Over 2 years",,GoldDigger,"Plaza Motors West",0,tschellhase@plazamotors.com,0,0,Tom,Ryan,,Tom,0,0,"Asbury Automotive",No,No,0,0,0,,0,82,0,0,0,0,0,Schellhase,Morrow,,Burtelow,"Completed Survey",LEA11672,0,0,0,0,0,0,0,0,0,0,06-10,"(855) 880-1467",0,"4.5 to 5 Stars",,GM,"SLS MGR",,0,,Yes,,0,,Multi,0,MO,0,,0,Yes,0,0,Dealer.com,http://www.plazamotorswest.com/index.htm,63368,43966,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43966,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
260,LEA2517,2015-05-18,0,dealersocket/crawldata/jpatest/http%3A%2F%2Fwww.kentchevrolet.com%2F/05-18-2015,0,0,"Kent Chevrolet Cadillac",dalec@kentchevrolet.com,http://www.kentchevrolet.com/,http://www.kentchevrolet.com/,testing,141,http://www.kentchevrolet.com/,"Kent Chevrolet Cadillac",Unknown,0,43828,43828,269,43828,269,,,0,"1413 HWY 62 E",,0,0,0,0,0,0,,0,0,"MOUNTAIN HOME",USA,,,,"Kent Chevrolet Cadillac",0,dalec@kentchevrolet.com,0,0,Dale,Joey,,,0,0,,,Yes,0,0,0,,0,97,0,0,0,0,0,Cody,Shaw,,,"Attempted to Call",LEA2517,0,0,0,0,0,0,0,0,0,0,,"(888) 536-0357",0,None,,GM,"SLS MGR",,0,,,Cobalt,0,,,0,AR,0,,0,,0,0,Cobalt,http://www.kentchevrolet.com/,72653,43828,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43828,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
